cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank,mandal,nearest_place,nearest_place_distance_km
C_044_119,79.272775,13.382338,0.3714,0.2368,0.4093,0.468,High (Multi-Source Convergence),Q4: Higher Relative Stress,966,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_035_062,78.760736,13.463186,0.3713,0.3036,0.6394,0.1709,High (Multi-Source Convergence),Q4: Higher Relative Stress,967,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_051_042,78.581073,13.319455,0.3713,0.421,0.6298,0.0632,High (Multi-Source Convergence),Q4: Higher Relative Stress,968,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_098_027,78.446325,12.897247,0.3712,0.4671,0.3063,0.3401,High (Multi-Source Convergence),Q4: Higher Relative Stress,969,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_055_056,78.706837,13.283523,0.3712,0.2913,0.7199,0.1025,High (Multi-Source Convergence),Q4: Higher Relative Stress,970,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_061_048,78.634972,13.229624,0.3711,0.2793,0.6872,0.1467,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,971,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_041_066,78.796668,13.409287,0.3711,0.3539,0.7049,0.0544,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,972,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_084_050,78.652938,13.023011,0.3711,0.3544,0.7581,0.0008,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,973,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_049_151,79.566345,13.337422,0.3709,0.2616,0.4021,0.449,High (Multi-Source Convergence),Q4: Higher Relative Stress,974,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_082_043,78.590056,13.040978,0.3708,0.3895,0.723,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,975,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_069_093,79.039214,13.157759,0.3708,0.4647,0.3822,0.2656,High (Multi-Source Convergence),Q4: Higher Relative Stress,976,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_051_155,79.602278,13.319455,0.3707,0.2429,0.375,0.4942,High (Multi-Source Convergence),Q4: Higher Relative Stress,977,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_063_096,79.066163,13.211658,0.3705,0.4571,0.543,0.1115,High (Multi-Source Convergence),Q4: Higher Relative Stress,978,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_050_153,79.584311,13.328439,0.3705,0.4251,0.4913,0.1952,High (Multi-Source Convergence),Q4: Higher Relative Stress,979,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_046_085,78.967348,13.364371,0.3704,0.2961,0.7055,0.1097,High (Multi-Source Convergence),Q4: Higher Relative Stress,980,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_062_054,78.688871,13.220641,0.3703,0.3108,0.6184,0.1818,High (Multi-Source Convergence),Q4: Higher Relative Stress,981,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_060_174,79.772957,13.238607,0.3703,0.122,0.2647,0.7244,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,982,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_047_134,79.407523,13.355388,0.3702,0.254,0.4596,0.3972,High (Multi-Source Convergence),Q4: Higher Relative Stress,983,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_057_167,79.710075,13.265557,0.3702,0.1184,0.2836,0.7087,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,984,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_064_050,78.652938,13.202674,0.3701,0.2372,0.4563,0.4169,High (Multi-Source Convergence),Q4: Higher Relative Stress,985,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_063_133,79.39854,13.211658,0.37,0.3936,0.4688,0.2476,High (Multi-Source Convergence),Q4: Higher Relative Stress,986,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_050_170,79.737025,13.328439,0.3699,0.0682,0.2359,0.8056,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,987,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_093_039,78.554123,12.942163,0.3698,0.4073,0.4935,0.2086,High (Multi-Source Convergence),Q4: Higher Relative Stress,988,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_086_043,78.590056,13.005045,0.3698,0.3711,0.7382,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,989,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_039_058,78.724803,13.427253,0.3697,0.3744,0.6396,0.095,High (Multi-Source Convergence),Q4: Higher Relative Stress,990,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_065_123,79.308708,13.193691,0.3696,0.3013,0.6547,0.1529,High (Multi-Source Convergence),Q4: Higher Relative Stress,991,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_122_021,78.392426,12.681652,0.3696,0.5635,0.2542,0.2911,High (Multi-Source Convergence),Q4: Higher Relative Stress,992,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_069_060,78.742769,13.157759,0.3694,0.3174,0.481,0.3098,High (Multi-Source Convergence),Q4: Higher Relative Stress,993,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_072_045,78.608022,13.130809,0.3693,0.3998,0.3101,0.3979,High (Multi-Source Convergence),Q4: Higher Relative Stress,994,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_052_102,79.120062,13.310472,0.3692,0.2529,0.3274,0.5272,High (Multi-Source Convergence),Q4: Higher Relative Stress,995,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_064_098,79.084129,13.202674,0.3692,0.3956,0.4495,0.2626,High (Multi-Source Convergence),Q4: Higher Relative Stress,996,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_090_041,78.57209,12.969113,0.3691,0.4494,0.5053,0.1526,High (Multi-Source Convergence),Q4: Higher Relative Stress,997,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_037_051,78.661921,13.44522,0.3691,0.3546,0.5409,0.2119,High (Multi-Source Convergence),Q4: Higher Relative Stress,998,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_042_102,79.120062,13.400304,0.369,0.2809,0.4548,0.3714,High (Multi-Source Convergence),Q4: Higher Relative Stress,999,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_052_103,79.129045,13.310472,0.369,0.2947,0.2579,0.5544,High (Multi-Source Convergence),Q4: Higher Relative Stress,1000,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_071_126,79.335658,13.139792,0.369,0.2835,0.6246,0.1988,High (Multi-Source Convergence),Q4: Higher Relative Stress,1001,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_098_038,78.54514,12.897247,0.369,0.3788,0.6024,0.1258,High (Multi-Source Convergence),Q4: Higher Relative Stress,1002,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_042_167,79.710075,13.400304,0.3689,0.0469,0.0599,1.0,Low (Single Evidence Family),Q4: Higher Relative Stress,1003,Pichatur,N/A (Requires Authoritative Settlement Gazetteer),
C_071_042,78.581073,13.139792,0.3688,0.2747,0.3507,0.4811,High (Multi-Source Convergence),Q4: Higher Relative Stress,1004,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_055_154,79.593294,13.283523,0.3686,0.3564,0.6106,0.1387,High (Multi-Source Convergence),Q4: Higher Relative Stress,1005,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_068_102,79.120062,13.166742,0.3685,0.4345,0.594,0.077,High (Multi-Source Convergence),Q4: Higher Relative Stress,1006,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_032_062,78.760736,13.490135,0.3684,0.2277,0.6427,0.2348,High (Multi-Source Convergence),Q4: Higher Relative Stress,1007,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_047_086,78.976331,13.355388,0.3683,0.4535,0.6514,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1008,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_013_094,79.048197,13.660815,0.3682,0.3862,0.3602,0.3583,High (Multi-Source Convergence),Q4: Higher Relative Stress,1009,Rompicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_111_014,78.329544,12.780466,0.3681,0.4073,0.3241,0.373,High (Multi-Source Convergence),Q4: Higher Relative Stress,1010,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_065_133,79.39854,13.193691,0.3679,0.4968,0.3733,0.2335,High (Multi-Source Convergence),Q4: Higher Relative Stress,1011,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_060_052,78.670904,13.238607,0.3677,0.3126,0.5635,0.2269,High (Multi-Source Convergence),Q4: Higher Relative Stress,1012,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_058_172,79.754991,13.256573,0.3676,0.0097,0.0932,1.0,Low (Single Evidence Family),Q4: Higher Relative Stress,1013,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_048_134,79.407523,13.346405,0.3675,0.2404,0.4159,0.446,High (Multi-Source Convergence),Q4: Higher Relative Stress,1014,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_061_046,78.617005,13.229624,0.3672,0.2614,0.5207,0.3196,High (Multi-Source Convergence),Q4: Higher Relative Stress,1015,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_049_134,79.407523,13.337422,0.367,0.3808,0.3305,0.3897,High (Multi-Source Convergence),Q4: Higher Relative Stress,1016,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_103_023,78.410393,12.852332,0.3669,0.3422,0.1101,0.6484,Moderate (Compound Urban/Water Signal),Q4: Higher Relative Stress,1017,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_109_014,78.329544,12.798433,0.3667,0.502,0.3797,0.2184,High (Multi-Source Convergence),Q4: Higher Relative Stress,1018,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_117_016,78.347511,12.726567,0.3666,0.3849,0.3425,0.3723,High (Multi-Source Convergence),Q4: Higher Relative Stress,1019,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_024_063,78.769719,13.562001,0.3665,0.29,0.3579,0.4516,High (Multi-Source Convergence),Q4: Higher Relative Stress,1020,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_046_073,78.85955,13.364371,0.3664,0.3769,0.5857,0.1366,High (Multi-Source Convergence),Q4: Higher Relative Stress,1021,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_049_127,79.344641,13.337422,0.3664,0.3175,0.4225,0.3592,High (Multi-Source Convergence),Q4: Higher Relative Stress,1022,Srirangarajapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_043_120,79.281759,13.391321,0.3663,0.0621,0.143,0.8937,Low (Single Evidence Family),Q4: Higher Relative Stress,1023,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_114_016,78.347511,12.753517,0.3662,0.5227,0.3729,0.203,High (Multi-Source Convergence),Q4: Higher Relative Stress,1024,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_113_005,78.248696,12.7625,0.3662,0.4049,0.5458,0.148,High (Multi-Source Convergence),Q4: Higher Relative Stress,1025,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_050_039,78.554123,13.328439,0.3661,0.2703,0.7808,0.0472,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1026,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_059_050,78.652938,13.24759,0.3661,0.4259,0.5633,0.1091,High (Multi-Source Convergence),Q4: Higher Relative Stress,1027,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_104_033,78.500224,12.843348,0.3661,0.0575,0.1185,0.9222,Low (Single Evidence Family),Q4: Higher Relative Stress,1028,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_051_045,78.608022,13.319455,0.366,0.3344,0.6462,0.1172,High (Multi-Source Convergence),Q4: Higher Relative Stress,1029,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_063_114,79.22786,13.211658,0.3657,0.2054,0.6973,0.1945,High (Multi-Source Convergence),Q4: Higher Relative Stress,1030,Gangadhara Nellore,N/A (Requires Authoritative Settlement Gazetteer),
C_083_046,78.617005,13.031995,0.3656,0.3404,0.6289,0.1274,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1031,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_061_115,79.236843,13.229624,0.3654,0.28,0.4777,0.3386,High (Multi-Source Convergence),Q4: Higher Relative Stress,1032,Gangadhara Nellore,N/A (Requires Authoritative Settlement Gazetteer),
C_009_095,79.05718,13.696748,0.3654,0.3818,0.5779,0.1366,High (Multi-Source Convergence),Q4: Higher Relative Stress,1033,Rompicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_064_051,78.661921,13.202674,0.3653,0.2664,0.4133,0.4162,High (Multi-Source Convergence),Q4: Higher Relative Stress,1034,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_059_049,78.643955,13.24759,0.3653,0.2919,0.6242,0.1798,High (Multi-Source Convergence),Q4: Higher Relative Stress,1035,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_070_061,78.751753,13.148776,0.3652,0.4134,0.3997,0.2826,High (Multi-Source Convergence),Q4: Higher Relative Stress,1036,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_087_038,78.54514,12.996062,0.3651,0.3537,0.4233,0.3183,High (Multi-Source Convergence),Q4: Higher Relative Stress,1037,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_064_042,78.581073,13.202674,0.365,0.4201,0.4449,0.2299,High (Multi-Source Convergence),Q4: Higher Relative Stress,1038,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_102_032,78.491241,12.861315,0.3648,0.1348,0.3859,0.5737,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,1039,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_122_017,78.356494,12.681652,0.3648,0.4204,0.1735,0.5004,Moderate (Compound Urban/Water Signal),Q4: Higher Relative Stress,1040,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_109_016,78.347511,12.798433,0.3646,0.5993,0.2945,0.2001,High (Multi-Source Convergence),Q4: Higher Relative Stress,1041,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_022_099,79.093112,13.579967,0.3643,0.2874,0.362,0.4434,High (Multi-Source Convergence),Q4: Higher Relative Stress,1042,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_055_092,79.03023,13.283523,0.3641,0.2721,0.5981,0.222,High (Multi-Source Convergence),Q4: Higher Relative Stress,1043,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_056_054,78.688871,13.27454,0.3641,0.3444,0.604,0.1438,High (Multi-Source Convergence),Q4: Higher Relative Stress,1044,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_037_062,78.760736,13.44522,0.364,0.3781,0.7139,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1045,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_083_039,78.554123,13.031995,0.364,0.3892,0.6567,0.0462,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1046,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_069_061,78.751753,13.157759,0.3638,0.3567,0.6018,0.133,High (Multi-Source Convergence),Q4: Higher Relative Stress,1047,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_058_058,78.724803,13.256573,0.3636,0.4436,0.4396,0.2076,High (Multi-Source Convergence),Q4: Higher Relative Stress,1048,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_036_041,78.57209,13.454203,0.3632,0.4421,0.5223,0.1251,High (Multi-Source Convergence),Q4: Higher Relative Stress,1049,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_054_062,78.760736,13.292506,0.3631,0.305,0.7843,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1050,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_058_057,78.71582,13.256573,0.3627,0.2718,0.5744,0.242,High (Multi-Source Convergence),Q4: Higher Relative Stress,1051,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_071_128,79.353624,13.139792,0.3627,0.3926,0.6596,0.036,High (Multi-Source Convergence),Q4: Higher Relative Stress,1052,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_053_171,79.746008,13.301489,0.3626,0.0155,0.0724,1.0,Low (Single Evidence Family),Q4: Higher Relative Stress,1053,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_065_097,79.075146,13.193691,0.3626,0.4256,0.454,0.2083,High (Multi-Source Convergence),Q4: Higher Relative Stress,1054,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_046_107,79.164978,13.364371,0.3622,0.3304,0.3721,0.3841,High (Multi-Source Convergence),Q4: Higher Relative Stress,1055,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_076_109,79.182944,13.094877,0.3621,0.4112,0.4328,0.2423,High (Multi-Source Convergence),Q4: Higher Relative Stress,1056,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
C_075_068,78.814635,13.10386,0.3619,0.3422,0.7436,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1057,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_093_029,78.464292,12.942163,0.3616,0.3746,0.547,0.1631,High (Multi-Source Convergence),Q4: Higher Relative Stress,1058,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_048_099,79.093112,13.346405,0.3616,0.47,0.4347,0.1801,High (Multi-Source Convergence),Q4: Higher Relative Stress,1059,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_116_019,78.37446,12.735551,0.3615,0.5095,0.1418,0.4333,Moderate (Compound Urban/Water Signal),Q4: Higher Relative Stress,1060,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_048_158,79.629227,13.346405,0.3614,0.3339,0.6003,0.15,High (Multi-Source Convergence),Q4: Higher Relative Stress,1061,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_063_044,78.599039,13.211658,0.3614,0.4727,0.3803,0.2312,High (Multi-Source Convergence),Q4: Higher Relative Stress,1062,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_054_106,79.155994,13.292506,0.3614,0.3385,0.5791,0.1667,High (Multi-Source Convergence),Q4: Higher Relative Stress,1063,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_050_089,79.003281,13.328439,0.3613,0.2054,0.4342,0.4444,High (Multi-Source Convergence),Q4: Higher Relative Stress,1064,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_024_066,78.796668,13.562001,0.3612,0.2971,0.4242,0.3622,High (Multi-Source Convergence),Q4: Higher Relative Stress,1065,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_078_101,79.111079,13.07691,0.3612,0.2636,0.3785,0.4414,High (Multi-Source Convergence),Q4: Higher Relative Stress,1066,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
C_102_019,78.37446,12.861315,0.3612,0.3004,0.1105,0.6726,Moderate (Compound Urban/Water Signal),Q4: Higher Relative Stress,1067,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_068_060,78.742769,13.166742,0.3612,0.285,0.6372,0.1614,High (Multi-Source Convergence),Q4: Higher Relative Stress,1068,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_040_043,78.590056,13.41827,0.3611,0.2908,0.5452,0.2472,High (Multi-Source Convergence),Q4: Higher Relative Stress,1069,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_041_042,78.581073,13.409287,0.361,0.2509,0.5944,0.2377,High (Multi-Source Convergence),Q4: Higher Relative Stress,1070,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_060_045,78.608022,13.238607,0.361,0.1594,0.8041,0.1195,Low (Single Evidence Family),Q4: Higher Relative Stress,1071,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_053_130,79.37159,13.301489,0.3607,0.273,0.4256,0.3835,High (Multi-Source Convergence),Q4: Higher Relative Stress,1072,Srirangarajapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_109_015,78.338528,12.798433,0.3602,0.4975,0.4423,0.1408,High (Multi-Source Convergence),Q4: Higher Relative Stress,1073,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_056_125,79.326674,13.27454,0.3602,0.2357,0.4085,0.4365,High (Multi-Source Convergence),Q4: Higher Relative Stress,1074,Srirangarajapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_055_115,79.236843,13.283523,0.3601,0.2589,0.4384,0.3831,High (Multi-Source Convergence),Q4: Higher Relative Stress,1075,Gangadhara Nellore,N/A (Requires Authoritative Settlement Gazetteer),
C_085_049,78.643955,13.014028,0.3598,0.3851,0.6943,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1076,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_052_150,79.557362,13.310472,0.3597,0.1995,0.2577,0.6219,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,1077,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_011_093,79.039214,13.678782,0.3597,0.2183,0.2723,0.5885,High (Multi-Source Convergence),Q4: Higher Relative Stress,1078,Rompicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_105_034,78.509207,12.834365,0.3597,0.1925,0.2673,0.6193,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,1079,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_099_017,78.356494,12.888264,0.3596,0.3265,0.2301,0.5223,High (Multi-Source Convergence),Q4: Higher Relative Stress,1080,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_078_041,78.57209,13.07691,0.3596,0.3953,0.5347,0.149,High (Multi-Source Convergence),Q4: Higher Relative Stress,1081,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_094_039,78.554123,12.93318,0.3594,0.4303,0.4641,0.1837,High (Multi-Source Convergence),Q4: Higher Relative Stress,1082,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_097_040,78.563106,12.90623,0.3593,0.3057,0.5427,0.2296,High (Multi-Source Convergence),Q4: Higher Relative Stress,1083,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_053_150,79.557362,13.301489,0.3593,0.1274,0.299,0.6514,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,1084,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_060_108,79.173961,13.238607,0.359,0.2342,0.4484,0.3943,High (Multi-Source Convergence),Q4: Higher Relative Stress,1085,Gangadhara Nellore,N/A (Requires Authoritative Settlement Gazetteer),
C_070_042,78.581073,13.148776,0.359,0.2503,0.2774,0.5492,High (Multi-Source Convergence),Q4: Higher Relative Stress,1086,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_026_078,78.904466,13.544034,0.359,0.5059,0.3737,0.1975,High (Multi-Source Convergence),Q4: Higher Relative Stress,1087,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_081_104,79.138028,13.049961,0.3589,0.3674,0.4859,0.2233,High (Multi-Source Convergence),Q4: Higher Relative Stress,1088,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
C_054_117,79.254809,13.292506,0.3589,0.5629,0.2653,0.2486,High (Multi-Source Convergence),Q4: Higher Relative Stress,1089,Srirangarajapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_099_014,78.329544,12.888264,0.3589,0.3467,0.2633,0.4667,High (Multi-Source Convergence),Q4: Higher Relative Stress,1090,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_039_095,79.05718,13.427253,0.3589,0.3235,0.5145,0.2387,High (Multi-Source Convergence),Q4: Higher Relative Stress,1091,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_036_048,78.634972,13.454203,0.3588,0.4822,0.4254,0.169,High (Multi-Source Convergence),Q4: Higher Relative Stress,1092,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_040_070,78.832601,13.41827,0.3588,0.4396,0.5709,0.0658,High (Multi-Source Convergence),Q4: Higher Relative Stress,1093,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_053_046,78.617005,13.301489,0.3588,0.4056,0.4612,0.2096,High (Multi-Source Convergence),Q4: Higher Relative Stress,1094,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_116_008,78.275646,12.735551,0.3587,0.3971,0.4419,0.2371,High (Multi-Source Convergence),Q4: Higher Relative Stress,1095,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_034_079,78.913449,13.472169,0.3586,0.2526,0.7236,0.0996,High (Multi-Source Convergence),Q4: Higher Relative Stress,1096,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_100_042,78.581073,12.879281,0.3585,0.3904,0.6771,0.0079,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1097,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_037_047,78.625988,13.44522,0.3584,0.2998,0.6009,0.1745,High (Multi-Source Convergence),Q4: Higher Relative Stress,1098,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_045_104,79.138028,13.373354,0.3584,0.4493,0.3923,0.2335,High (Multi-Source Convergence),Q4: Higher Relative Stress,1099,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_062_067,78.805652,13.220641,0.3583,0.4212,0.6536,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,1100,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_091_041,78.57209,12.960129,0.3582,0.4166,0.3919,0.2662,High (Multi-Source Convergence),Q4: Higher Relative Stress,1101,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_056_050,78.652938,13.27454,0.3582,0.317,0.6944,0.0632,High (Multi-Source Convergence),Q4: Higher Relative Stress,1102,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_075_050,78.652938,13.10386,0.3582,0.4415,0.3163,0.3167,High (Multi-Source Convergence),Q4: Higher Relative Stress,1103,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_045_133,79.39854,13.373354,0.3581,0.254,0.5419,0.2784,High (Multi-Source Convergence),Q4: Higher Relative Stress,1104,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_043_043,78.590056,13.391321,0.358,0.279,0.5707,0.2243,High (Multi-Source Convergence),Q4: Higher Relative Stress,1105,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_077_044,78.599039,13.085893,0.3579,0.4118,0.4552,0.2066,High (Multi-Source Convergence),Q4: Higher Relative Stress,1106,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_042_067,78.805652,13.400304,0.3578,0.2473,0.4297,0.3966,High (Multi-Source Convergence),Q4: Higher Relative Stress,1107,Somala,N/A (Requires Authoritative Settlement Gazetteer),
