cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank,mandal,nearest_place,nearest_place_distance_km
C_063_076,78.8865,13.211658,0.0745,0.0328,0.1212,0.0694,Baseline / Low,Q1: Lower Relative Stress,5866,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_103_042,78.581073,12.852332,0.0745,0.0666,0.1539,0.0029,Baseline / Low,Q1: Lower Relative Stress,5867,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_108_022,78.40141,12.807416,0.0745,0.0412,0.0599,0.1225,Baseline / Low,Q1: Lower Relative Stress,5868,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_054_072,78.850567,13.292506,0.0745,0.0558,0.1295,0.0383,Baseline / Low,Q1: Lower Relative Stress,5869,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_064_067,78.805652,13.202674,0.0744,0.0842,0.1284,0.0105,Baseline / Low,Q1: Lower Relative Stress,5870,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_074_091,79.021247,13.112843,0.0743,0.0488,0.1463,0.0278,Baseline / Low,Q1: Lower Relative Stress,5871,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_050_083,78.949382,13.328439,0.0743,0.0841,0.0739,0.0648,Baseline / Low,Q1: Lower Relative Stress,5872,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_063_127,79.344641,13.211658,0.0743,0.1463,0.0632,0.0134,Baseline / Low,Q1: Lower Relative Stress,5873,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_049_123,79.308708,13.337422,0.0742,0.0696,0.1111,0.0419,Baseline / Low,Q1: Lower Relative Stress,5874,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_022_066,78.796668,13.579967,0.0742,0.0505,0.0724,0.0998,Baseline / Low,Q1: Lower Relative Stress,5875,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_102_040,78.563106,12.861315,0.0742,0.075,0.0858,0.0619,Baseline / Low,Q1: Lower Relative Stress,5876,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_045_072,78.850567,13.373354,0.0741,0.0995,0.1218,0.001,Baseline / Low,Q1: Lower Relative Stress,5877,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_056_101,79.111079,13.27454,0.074,0.0462,0.0986,0.0773,Baseline / Low,Q1: Lower Relative Stress,5878,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_037_137,79.440581,13.44522,0.0739,0.0777,0.1286,0.0154,Baseline / Low,Q1: Lower Relative Stress,5879,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_061_131,79.380573,13.229624,0.0739,0.1613,0.0603,0.0,Baseline / Low,Q1: Lower Relative Stress,5880,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_055_080,78.922433,13.283523,0.0739,0.0546,0.134,0.0331,Baseline / Low,Q1: Lower Relative Stress,5881,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_074_072,78.850567,13.112843,0.0739,0.0189,0.1039,0.0989,Baseline / Low,Q1: Lower Relative Stress,5882,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_036_121,79.290742,13.454203,0.0738,0.0876,0.0953,0.0386,Baseline / Low,Q1: Lower Relative Stress,5883,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_109_041,78.57209,12.798433,0.0736,0.0105,0.0286,0.1818,Baseline / Low,Q1: Lower Relative Stress,5884,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_069_049,78.643955,13.157759,0.0735,0.0474,0.1607,0.0124,Baseline / Low,Q1: Lower Relative Stress,5885,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_102_045,78.608022,12.861315,0.0735,0.0513,0.1619,0.0073,Baseline / Low,Q1: Lower Relative Stress,5886,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_037_079,78.913449,13.44522,0.0735,0.1653,0.0541,0.001,Baseline / Low,Q1: Lower Relative Stress,5887,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_044_135,79.422614,13.382338,0.0735,0.0605,0.0712,0.0887,Baseline / Low,Q1: Lower Relative Stress,5888,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_036_135,79.422614,13.454203,0.0734,0.0493,0.1669,0.0039,Baseline / Low,Q1: Lower Relative Stress,5889,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_057_068,78.814635,13.265557,0.0734,0.0569,0.1457,0.0177,Baseline / Low,Q1: Lower Relative Stress,5890,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_070_075,78.877517,13.148776,0.0734,0.0095,0.0253,0.1854,Baseline / Low,Q1: Lower Relative Stress,5891,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_073_040,78.563106,13.121826,0.0732,0.0427,0.108,0.0688,Baseline / Low,Q1: Lower Relative Stress,5892,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_115_035,78.518191,12.744534,0.0731,0.1499,0.0669,0.0026,Baseline / Low,Q1: Lower Relative Stress,5893,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_079_064,78.778702,13.067927,0.0731,0.0928,0.1262,0.0003,Baseline / Low,Q1: Lower Relative Stress,5894,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_040_081,78.931416,13.41827,0.073,0.067,0.1093,0.0429,Baseline / Low,Q1: Lower Relative Stress,5895,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_106_009,78.284629,12.825382,0.073,0.0546,0.129,0.0354,Baseline / Low,Q1: Lower Relative Stress,5896,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_034_077,78.895483,13.472169,0.073,0.0519,0.12,0.0472,Baseline / Low,Q1: Lower Relative Stress,5897,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_020_101,79.111079,13.597933,0.073,0.0235,0.106,0.0894,Baseline / Low,Q1: Lower Relative Stress,5898,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_058_050,78.652938,13.256573,0.073,0.0334,0.169,0.0167,Baseline / Low,Q1: Lower Relative Stress,5899,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_042_079,78.913449,13.400304,0.0729,0.1334,0.084,0.0013,Baseline / Low,Q1: Lower Relative Stress,5900,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_059_092,79.03023,13.24759,0.0729,0.0532,0.0764,0.0891,Baseline / Low,Q1: Lower Relative Stress,5901,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_067_126,79.335658,13.175725,0.0729,0.0985,0.1093,0.0108,Baseline / Low,Q1: Lower Relative Stress,5902,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_054_081,78.931416,13.292506,0.0728,0.059,0.1227,0.0367,Baseline / Low,Q1: Lower Relative Stress,5903,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_068_086,78.976331,13.166742,0.0728,0.0032,0.0685,0.1467,Baseline / Low,Q1: Lower Relative Stress,5904,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_075_089,79.003281,13.10386,0.0726,0.0716,0.0873,0.0589,Baseline / Low,Q1: Lower Relative Stress,5905,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_101_044,78.599039,12.870298,0.0726,0.0476,0.1126,0.0576,Baseline / Low,Q1: Lower Relative Stress,5906,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_040_076,78.8865,13.41827,0.0725,0.1185,0.099,0.0,Baseline / Low,Q1: Lower Relative Stress,5907,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_078_051,78.661921,13.07691,0.0725,0.0744,0.115,0.0282,Baseline / Low,Q1: Lower Relative Stress,5908,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_107_034,78.509207,12.816399,0.0725,0.011,0.03,0.1765,Baseline / Low,Q1: Lower Relative Stress,5909,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_055_079,78.913449,13.283523,0.0724,0.0821,0.1072,0.0278,Baseline / Low,Q1: Lower Relative Stress,5910,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_053_060,78.742769,13.301489,0.0724,0.0553,0.1581,0.0039,Baseline / Low,Q1: Lower Relative Stress,5911,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_045_096,79.066163,13.373354,0.0723,0.0288,0.1478,0.0403,Baseline / Low,Q1: Lower Relative Stress,5912,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_074_071,78.841584,13.112843,0.0723,0.0619,0.155,0.0,Baseline / Low,Q1: Lower Relative Stress,5913,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_038_139,79.458547,13.436236,0.0723,0.0647,0.1379,0.0144,Baseline / Low,Q1: Lower Relative Stress,5914,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_001_096,79.066163,13.768613,0.0723,0.0292,0.0517,0.1359,Baseline / Low,Q1: Lower Relative Stress,5915,Rompicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_072_057,78.71582,13.130809,0.0722,0.104,0.1122,0.0003,Baseline / Low,Q1: Lower Relative Stress,5916,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_054_074,78.868534,13.292506,0.0722,0.0845,0.129,0.0029,Baseline / Low,Q1: Lower Relative Stress,5917,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_024_082,78.940399,13.562001,0.0721,0.0163,0.0537,0.1464,Baseline / Low,Q1: Lower Relative Stress,5918,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_036_079,78.913449,13.454203,0.072,0.0982,0.1052,0.0128,Baseline / Low,Q1: Lower Relative Stress,5919,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_037_082,78.940399,13.44522,0.072,0.1223,0.0908,0.0029,Baseline / Low,Q1: Lower Relative Stress,5920,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_069_057,78.71582,13.157759,0.072,0.063,0.1062,0.0468,Baseline / Low,Q1: Lower Relative Stress,5921,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_033_046,78.617005,13.481152,0.0719,0.0735,0.1309,0.0115,Baseline / Low,Q1: Lower Relative Stress,5922,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_066_085,78.967348,13.184708,0.0718,0.0338,0.1089,0.0727,Baseline / Low,Q1: Lower Relative Stress,5923,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_037_097,79.075146,13.44522,0.0718,0.0935,0.1055,0.0165,Baseline / Low,Q1: Lower Relative Stress,5924,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_112_035,78.518191,12.771483,0.0717,0.0726,0.0868,0.0557,Baseline / Low,Q1: Lower Relative Stress,5925,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_024_094,79.048197,13.562001,0.0717,0.0316,0.1377,0.0458,Baseline / Low,Q1: Lower Relative Stress,5926,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_083_100,79.102096,13.031995,0.0716,0.0354,0.1054,0.0741,Baseline / Low,Q1: Lower Relative Stress,5927,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
C_054_077,78.895483,13.292506,0.0716,0.1045,0.1101,0.0003,Baseline / Low,Q1: Lower Relative Stress,5928,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_079_051,78.661921,13.067927,0.0713,0.0449,0.1204,0.0485,Baseline / Low,Q1: Lower Relative Stress,5929,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_050_121,79.290742,13.328439,0.0713,0.1053,0.0854,0.0233,Baseline / Low,Q1: Lower Relative Stress,5930,Srirangarajapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_021_096,79.066163,13.58895,0.0713,0.07,0.0852,0.0586,Baseline / Low,Q1: Lower Relative Stress,5931,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_054_061,78.751753,13.292506,0.0712,0.0353,0.1758,0.0026,Baseline / Low,Q1: Lower Relative Stress,5932,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_112_040,78.563106,12.771483,0.0711,0.0313,0.0422,0.1398,Baseline / Low,Q1: Lower Relative Stress,5933,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_042_126,79.335658,13.400304,0.0711,0.0504,0.1381,0.0249,Baseline / Low,Q1: Lower Relative Stress,5934,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_054_134,79.407523,13.292506,0.071,0.02,0.0002,0.1929,Baseline / Low,Q1: Lower Relative Stress,5935,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_094_046,78.617005,12.93318,0.0709,0.0286,0.0566,0.1274,Baseline / Low,Q1: Lower Relative Stress,5936,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_049_104,79.138028,13.337422,0.0709,0.0657,0.0712,0.076,Baseline / Low,Q1: Lower Relative Stress,5937,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_022_103,79.129045,13.579967,0.0708,0.1145,0.0899,0.0079,Baseline / Low,Q1: Lower Relative Stress,5938,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_032_133,79.39854,13.490135,0.0706,0.1628,0.049,0.0,Baseline / Low,Q1: Lower Relative Stress,5939,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_067_068,78.814635,13.175725,0.0706,0.0337,0.129,0.0491,Baseline / Low,Q1: Lower Relative Stress,5940,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_049_114,79.22786,13.337422,0.0705,0.0635,0.113,0.035,Baseline / Low,Q1: Lower Relative Stress,5941,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_042_073,78.85955,13.400304,0.0705,0.1167,0.0936,0.001,Baseline / Low,Q1: Lower Relative Stress,5942,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_120_029,78.464292,12.699618,0.0705,0.0493,0.1622,0.0,Baseline / Low,Q1: Lower Relative Stress,5943,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_040_140,79.46753,13.41827,0.0704,0.0276,0.0677,0.1159,Baseline / Low,Q1: Lower Relative Stress,5944,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_023_094,79.048197,13.570984,0.0703,0.002,0.0646,0.1444,Baseline / Low,Q1: Lower Relative Stress,5945,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_117_029,78.464292,12.726567,0.0702,0.0417,0.1441,0.0249,Baseline / Low,Q1: Lower Relative Stress,5946,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_045_071,78.841584,13.373354,0.0702,0.0512,0.0965,0.0629,Baseline / Low,Q1: Lower Relative Stress,5947,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_093_047,78.625988,12.942163,0.0702,0.0803,0.1253,0.0049,Baseline / Low,Q1: Lower Relative Stress,5948,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_039_074,78.868534,13.427253,0.0701,0.1266,0.0836,0.0,Baseline / Low,Q1: Lower Relative Stress,5949,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_038_094,79.048197,13.436236,0.0699,0.1119,0.0899,0.0079,Baseline / Low,Q1: Lower Relative Stress,5950,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_062_074,78.868534,13.220641,0.0696,0.058,0.1509,0.0,Baseline / Low,Q1: Lower Relative Stress,5951,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_109_005,78.248696,12.798433,0.0693,0.0381,0.1603,0.0096,Baseline / Low,Q1: Lower Relative Stress,5952,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_044_141,79.476513,13.382338,0.0691,0.0159,0.0483,0.1431,Baseline / Low,Q1: Lower Relative Stress,5953,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_068_130,79.37159,13.166742,0.0689,0.1225,0.0468,0.0374,Baseline / Low,Q1: Lower Relative Stress,5954,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_043_073,78.85955,13.391321,0.0689,0.1268,0.0774,0.0026,Baseline / Low,Q1: Lower Relative Stress,5955,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_037_074,78.868534,13.44522,0.0686,0.0878,0.1085,0.0095,Baseline / Low,Q1: Lower Relative Stress,5956,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_067_130,79.37159,13.175725,0.0686,0.0595,0.0167,0.1296,Baseline / Low,Q1: Lower Relative Stress,5957,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_082_077,78.895483,13.040978,0.0686,0.0808,0.1239,0.001,Baseline / Low,Q1: Lower Relative Stress,5958,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_049_061,78.751753,13.337422,0.0685,0.0674,0.1,0.038,Baseline / Low,Q1: Lower Relative Stress,5959,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_114_032,78.491241,12.753517,0.0685,0.071,0.1346,0.0,Baseline / Low,Q1: Lower Relative Stress,5960,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_061_130,79.37159,13.229624,0.0685,0.1708,0.0335,0.001,Baseline / Low,Q1: Lower Relative Stress,5961,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_043_092,79.03023,13.391321,0.0684,0.0235,0.0284,0.1533,Baseline / Low,Q1: Lower Relative Stress,5962,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_056_075,78.877517,13.27454,0.0683,0.0271,0.0488,0.129,Baseline / Low,Q1: Lower Relative Stress,5963,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_062_125,79.326674,13.220641,0.0683,0.0874,0.0436,0.074,Baseline / Low,Q1: Lower Relative Stress,5964,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_041_080,78.922433,13.409287,0.0682,0.0763,0.128,0.0003,Baseline / Low,Q1: Lower Relative Stress,5965,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_032_085,78.967348,13.490135,0.068,0.073,0.1202,0.0108,Baseline / Low,Q1: Lower Relative Stress,5966,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_038_140,79.46753,13.436236,0.0679,0.0662,0.0996,0.038,Baseline / Low,Q1: Lower Relative Stress,5967,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_104_008,78.275646,12.843348,0.0678,0.0067,0.0208,0.1759,Baseline / Low,Q1: Lower Relative Stress,5968,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_044_106,79.155994,13.382338,0.0678,0.0544,0.1362,0.0128,Baseline / Low,Q1: Lower Relative Stress,5969,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_096_042,78.581073,12.915214,0.0677,0.1034,0.0936,0.0062,Baseline / Low,Q1: Lower Relative Stress,5970,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_047_087,78.985315,13.355388,0.0675,0.1158,0.0862,0.0003,Baseline / Low,Q1: Lower Relative Stress,5971,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_062_130,79.37159,13.220641,0.0674,0.168,0.0239,0.0102,Baseline / Low,Q1: Lower Relative Stress,5972,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_056_078,78.904466,13.27454,0.0672,0.0783,0.0741,0.0491,Baseline / Low,Q1: Lower Relative Stress,5973,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_049_079,78.913449,13.337422,0.0672,0.0442,0.0642,0.093,Baseline / Low,Q1: Lower Relative Stress,5974,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_060_086,78.976331,13.238607,0.0668,0.0218,0.0523,0.1264,Baseline / Low,Q1: Lower Relative Stress,5975,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_032_073,78.85955,13.490135,0.0668,0.0822,0.0953,0.0229,Baseline / Low,Q1: Lower Relative Stress,5976,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_106_008,78.275646,12.825382,0.0668,0.0257,0.1004,0.0743,Baseline / Low,Q1: Lower Relative Stress,5977,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_057_051,78.661921,13.265557,0.0666,0.0364,0.1451,0.0183,Baseline / Low,Q1: Lower Relative Stress,5978,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_063_105,79.147011,13.211658,0.0666,0.0792,0.0132,0.1074,Baseline / Low,Q1: Lower Relative Stress,5979,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_033_035,78.518191,13.481152,0.0666,0.059,0.1195,0.0212,Baseline / Low,Q1: Lower Relative Stress,5980,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_059_128,79.353624,13.24759,0.0665,0.0771,0.0907,0.0316,Baseline / Low,Q1: Lower Relative Stress,5981,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_038_078,78.904466,13.436236,0.0665,0.0804,0.119,0.0,Baseline / Low,Q1: Lower Relative Stress,5982,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_078_050,78.652938,13.07691,0.0665,0.0779,0.0825,0.039,Baseline / Low,Q1: Lower Relative Stress,5983,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_063_078,78.904466,13.211658,0.0665,0.0341,0.1222,0.0432,Baseline / Low,Q1: Lower Relative Stress,5984,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_059_086,78.976331,13.24759,0.0664,0.0925,0.0753,0.0314,Baseline / Low,Q1: Lower Relative Stress,5985,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_109_024,78.419376,12.798433,0.0664,0.0863,0.0936,0.0193,Baseline / Low,Q1: Lower Relative Stress,5986,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_078_079,78.913449,13.07691,0.0663,0.0823,0.0726,0.0439,Baseline / Low,Q1: Lower Relative Stress,5987,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_075_091,79.021247,13.10386,0.0663,0.0333,0.1072,0.0583,Baseline / Low,Q1: Lower Relative Stress,5988,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_044_101,79.111079,13.382338,0.0663,0.0143,0.0819,0.1028,Baseline / Low,Q1: Lower Relative Stress,5989,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_119_033,78.500224,12.708601,0.0662,0.0739,0.1225,0.0021,Baseline / Low,Q1: Lower Relative Stress,5990,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_118_010,78.293612,12.717584,0.0661,0.0481,0.0854,0.0648,Baseline / Low,Q1: Lower Relative Stress,5991,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_102_042,78.581073,12.861315,0.066,0.0579,0.1402,0.0,Baseline / Low,Q1: Lower Relative Stress,5992,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_099_039,78.554123,12.888264,0.066,0.0466,0.0813,0.0701,Baseline / Low,Q1: Lower Relative Stress,5993,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_073_056,78.706837,13.121826,0.0659,0.0907,0.1043,0.0026,Baseline / Low,Q1: Lower Relative Stress,5994,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_126_025,78.428359,12.645719,0.0659,0.005,0.0605,0.1323,Baseline / Low,Q1: Lower Relative Stress,5995,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_045_143,79.49448,13.373354,0.0659,0.0325,0.0066,0.1585,Baseline / Low,Q1: Lower Relative Stress,5996,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_039_078,78.904466,13.427253,0.0658,0.1008,0.0967,0.0,Baseline / Low,Q1: Lower Relative Stress,5997,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_068_122,79.299725,13.166742,0.0658,0.1065,0.0901,0.0007,Baseline / Low,Q1: Lower Relative Stress,5998,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_057_061,78.751753,13.265557,0.0655,0.0531,0.1325,0.0108,Baseline / Low,Q1: Lower Relative Stress,5999,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_113_038,78.54514,12.7625,0.0653,0.0359,0.0272,0.133,Baseline / Low,Q1: Lower Relative Stress,6000,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_074_090,79.012264,13.112843,0.0652,0.0253,0.1,0.0704,Baseline / Low,Q1: Lower Relative Stress,6001,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_055_076,78.8865,13.283523,0.0651,0.0579,0.1375,0.0,Baseline / Low,Q1: Lower Relative Stress,6002,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_111_022,78.40141,12.780466,0.065,0.0111,0.0377,0.1464,Baseline / Low,Q1: Lower Relative Stress,6003,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_058_051,78.661921,13.256573,0.065,0.0451,0.1492,0.0007,Baseline / Low,Q1: Lower Relative Stress,6004,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_076_056,78.706837,13.094877,0.0649,0.0251,0.1681,0.0013,Baseline / Low,Q1: Lower Relative Stress,6005,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_035_138,79.449564,13.463186,0.0649,0.1193,0.0726,0.0026,Baseline / Low,Q1: Lower Relative Stress,6006,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_073_091,79.021247,13.121826,0.0648,0.0211,0.0943,0.0789,Baseline / Low,Q1: Lower Relative Stress,6007,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_095_040,78.563106,12.924197,0.0647,0.0856,0.0636,0.0449,Baseline / Low,Q1: Lower Relative Stress,6008,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_039_085,78.967348,13.427253,0.0646,0.1505,0.0338,0.0095,Baseline / Low,Q1: Lower Relative Stress,6009,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_063_128,79.353624,13.211658,0.0646,0.0977,0.0943,0.002,Baseline / Low,Q1: Lower Relative Stress,6010,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_069_056,78.706837,13.157759,0.0646,0.0063,0.0228,0.1647,Baseline / Low,Q1: Lower Relative Stress,6011,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_070_077,78.895483,13.148776,0.0646,0.0844,0.0766,0.0327,Baseline / Low,Q1: Lower Relative Stress,6012,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_049_103,79.129045,13.337422,0.0646,0.088,0.0953,0.0105,Baseline / Low,Q1: Lower Relative Stress,6013,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_113_033,78.500224,12.7625,0.0645,0.0875,0.0897,0.0164,Baseline / Low,Q1: Lower Relative Stress,6014,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_076_093,79.039214,13.094877,0.0645,0.0178,0.0284,0.1474,Baseline / Low,Q1: Lower Relative Stress,6015,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_059_070,78.832601,13.24759,0.0644,0.0265,0.1426,0.0239,Baseline / Low,Q1: Lower Relative Stress,6016,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_071_109,79.182944,13.139792,0.0644,0.0857,0.1062,0.0013,Baseline / Low,Q1: Lower Relative Stress,6017,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
